"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","location","language","profileImageURL"
"979","Live footage of the #Electors willing to let #Trump into The Oval Office: 

������������������������☕️������������������ ""This is fine.""",FALSE,0,NA,2016-12-19 00:52:07,FALSE,NA,"810648874708779008",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JenJamesBeauty",0,FALSE,FALSE,NA,NA,"New York, NY","en","http://pbs.twimg.com/profile_images/682468764609318913/RXqmtkTo_normal.jpg"
"980","RT @DumpTrump22: #Trump proved throughout his campaign and in the month since he won that he would not only lie repeatedly, but he could ge…",FALSE,0,NA,2016-12-19 00:52:07,FALSE,NA,"810648873052106752",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Audreezy9",155,TRUE,FALSE,NA,NA,"Portland, Oregon","en","http://pbs.twimg.com/profile_images/788193078242750465/S1qKlvd8_normal.jpg"
"981","RT @true_pundit: Canada Says Only 28 Americans Have Applied for Trump-Related Refugee Status #Trump #TruePundit

https://t.co/B3yQgwrfrI",FALSE,0,NA,2016-12-19 00:51:50,FALSE,NA,"810648804571680768",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sparkie5150",71,TRUE,FALSE,NA,NA,"Arkansas","en","http://pbs.twimg.com/profile_images/1154034545/101_0360_normal.JPG"
"982","At the head of the Chamber of Commerce #politics #election #president #trump #hillary",FALSE,0,NA,2016-12-19 00:51:43,FALSE,NA,"810648775354159105",NA,"<a href=""http://www.andrewshamlet.com"" rel=""nofollow"">datamining8_andrewshamlet</a>","andrewshamlet",0,FALSE,FALSE,NA,NA,"New York City","en","http://pbs.twimg.com/profile_images/788026161284648962/Cw2UrZRR_normal.jpg"
"983","RT @DumpTrump22: #Trump has broken every law and principle without repercussions throughout his life.

Can we really hope this will turn ou…",FALSE,0,NA,2016-12-19 00:51:33,FALSE,NA,"810648732920320000",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TJCinRaleigh",274,TRUE,FALSE,NA,NA,"Raleigh, NC","en","http://pbs.twimg.com/profile_images/751985123084541952/dTM6mGOB_normal.jpg"
"984","RT @DumpTrump22: #Trump proved throughout his campaign and in the month since he won that he would not only lie repeatedly, but he could ge…",FALSE,0,NA,2016-12-19 00:51:08,FALSE,NA,"810648628586893312",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","otepofficial",155,TRUE,FALSE,NA,NA," Lost Angels, California ","en","http://pbs.twimg.com/profile_images/786054483889549313/_vtY3iFH_normal.jpg"
"985","Texas Congressman says AG @jeffsessions can pull funding out (easily) from sanctuary cities https://t.co/gAtQG4Mzb6 #trump #maga #underdoges",FALSE,9,NA,2016-12-19 00:51:05,FALSE,NA,"810648616075460608",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","realjunsonchan",13,FALSE,FALSE,NA,NA,"Brooklyn, NY","en","http://pbs.twimg.com/profile_images/714615243314487296/QYlfbMLV_normal.jpg"
"986","RT @FoxBusiness: NYC offers post-election therapy to workers stressed out over #Trump https://t.co/QPpmvROkz3 https://t.co/FaQ7Jrr3NU",FALSE,0,NA,2016-12-19 00:50:58,FALSE,NA,"810648586979573760",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Sgym11111Greene",40,TRUE,FALSE,NA,NA,"United States","en","http://abs.twimg.com/sticky/default_profile_images/default_profile_3_normal.png"
"987","RT @DumpTrump22: Remember the hordes of #Racists and #Losers who voted for him when #Trump faces #impeachment #TrumpTraitor #TrumpTreason #…",FALSE,0,NA,2016-12-19 00:50:52,FALSE,NA,"810648559934521344",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>","JoyceLang1",42,TRUE,FALSE,NA,NA,"San Diego","en","http://pbs.twimg.com/profile_images/637394603151233024/2n0ZwBV4_normal.jpg"
"988","RT @guye_guion: @tribelaw @davidaxelrod Gentlemen: #Trump threatens to dismantle the nation and lead us into extinction. I think we should…",FALSE,0,NA,2016-12-19 00:50:45,FALSE,NA,"810648531182567424",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","EspadaGiclee",6,TRUE,FALSE,NA,NA,"USA","en","http://pbs.twimg.com/profile_images/1391715102/Photo_on_2010-08-25_at_17.51__2_normal.jpg"
"989","RT @DumpTrump22: #Trump proved throughout his campaign and in the month since he won that he would not only lie repeatedly, but he could ge…",FALSE,0,NA,2016-12-19 00:50:31,FALSE,NA,"810648470348566528",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","stephsanola",155,TRUE,FALSE,NA,NA,"Midwest USA","en","http://pbs.twimg.com/profile_images/767471917141889025/rL6SOFF8_normal.jpg"
"990","RT @TheRickyDavila: 52% of Republicans falsely believe #Trump won the popular vote. They also falsely think he's for the people so yea.
htt…",FALSE,0,NA,2016-12-19 00:50:24,FALSE,NA,"810648444041830401",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AngelPad13",389,TRUE,FALSE,NA,NA,"","es","http://pbs.twimg.com/profile_images/796540571657662464/qchZ3vqJ_normal.jpg"
"991","RT @DumpTrump22: Now the God Damned #Traitor is saying that the #RussianHack was good for #America

Arrest #Trump and do it today! https://…",FALSE,0,NA,2016-12-19 00:50:18,FALSE,NA,"810648418410434565",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bluedillygal",51,TRUE,FALSE,NA,NA,"America","en","http://pbs.twimg.com/profile_images/598618672257757185/RZOQcj5O_normal.jpg"
"992","RT @DumpTrump22: #Trump proved throughout his campaign and in the month since he won that he would not only lie repeatedly, but he could ge…",FALSE,0,NA,2016-12-19 00:50:10,FALSE,NA,"810648385254551552",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","webelievebeliev",155,TRUE,FALSE,NA,NA,"World","en","http://pbs.twimg.com/profile_images/456122125166718976/YAZZoymZ_normal.png"
"993","RT @DumpTrump22: #Trump proved throughout his campaign and in the month since he won that he would not only lie repeatedly, but he could ge…",FALSE,0,NA,2016-12-19 00:50:09,FALSE,NA,"810648379575279616",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","infotrump2020",155,TRUE,FALSE,NA,NA,"California","en","http://pbs.twimg.com/profile_images/807465756430475264/9I_bt16D_normal.jpg"
"994","RT @TheRickyDavila: Again, any #Trump supporter who sends me crude insults or threats will be blocked. That kind of stupid isn't welcomed h…",FALSE,0,NA,2016-12-19 00:50:00,FALSE,NA,"810648342615179264",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AngelPad13",98,TRUE,FALSE,NA,NA,"","es","http://pbs.twimg.com/profile_images/796540571657662464/qchZ3vqJ_normal.jpg"
"995","RT @TheRickyDavila: When a ""Christian conservative"" threatens me in a message because I firmly oppose #Trump, I tend to second guess their…",FALSE,0,NA,2016-12-19 00:49:58,FALSE,NA,"810648333240987648",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","donnamcar",282,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/3439753274/156266133ac242e5db4be629d5e65736_normal.jpeg"
